"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ARPP19",6019.50704801804,-0.152664643307095,0.0436335613632692,0.000364472676424943,0.00147023435895754
"ARRB1",588.103496432342,-0.115603938173847,0.0766467445012299,0.110086477861669,0.192454059886738
"ARRB2",1452.19563184364,-0.0953841651923139,0.0657557620215274,0.130335679910487,0.220042602112364
"ARRDC1",319.952941910122,-0.2152915766751,0.107449368043475,0.0242192606180435,0.0553845720190858
"ARRDC2",282.294350097336,0.0440083313662187,0.102860714680666,0.63452392987635,0.735012695348102
"ARRDC3",1998.14800610465,1.06556555081893,0.0748265677992283,6.76342207270359e-48,4.51826000639524e-45
"ARRDC4",2794.10487678951,0.61295331309375,0.0668933570714036,5.71609153323256e-22,5.70310041611158e-20
"ARSA",452.344176903678,0.128238922608997,0.0977636512495887,0.148998538443,0.244825424358539
"ARSB",407.240258382081,-0.258187392311279,0.0933389125743514,0.00248488755256703,0.0078966488614669
"ARSE",125.281029562062,0.183125877854619,0.134329167350484,0.100726382074801,0.179106684478569
"ARSG",185.491513121031,0.0226885647314981,0.115555971365208,0.822214224096361,0.877192164507748
"ARSJ",112.610697816895,0.133182049326493,0.13864251848437,0.240989349753969,0.35528702350506
"ARSK",496.151269340525,0.339363551383683,0.0890643428287331,3.41997951908404e-05,0.000179161218243185
"ART5",75.7514250848618,0.233106395548384,0.164566505309363,0.061166393236188,0.119463789509855
"ARTN",36.3840220696602,-0.0435987071680897,0.185595809554758,0.727621027698335,0.808111202826655
"ARV1",1211.83774725147,-0.152448077734902,0.0633886833952593,0.012348106997886,0.0313974892724673
"ARVCF",542.864173651902,0.200040326703189,0.0971921371110247,0.0235328808004587,0.0540078735622177
"ARX",7.99253317021936,0.0495241214499369,0.251457735581764,0.639134679515267,0.738479797770498
"ASAH1",1229.70730249229,-0.190079804070496,0.0649190739584272,0.00225933836080466,0.00727162419643143
"ASAP1",3192.69687079112,-0.215397466226973,0.0484697164234109,5.35469259842803e-06,3.44102265892291e-05
"ASAP2",1107.26120990976,-0.271931529805133,0.0687780208784688,3.28965048292651e-05,0.000173160259233182
"ASAP3",440.026233902072,0.386311947858679,0.10148492431276,2.18721219974002e-05,0.000119511079121641
"ASB1",1260.25785041262,0.266336154377838,0.0601960610105692,4.35821137364133e-06,2.85587956678215e-05
"ASB11",23.4827790954199,0.303685622677969,0.263966483397597,0.031225375212873,0.0685005554177318
"ASB13",587.396466890405,0.0824102746230468,0.0802407837699796,0.274038752309687,0.391902962512876
"ASB3",88.7078707723041,0.0866820117391552,0.148616900771642,0.461399221447345,0.584403514758755
"ASB6",1139.30929991348,-0.160008894226463,0.0707770992977295,0.0175153519199613,0.0421823483150791
"ASB7",1096.93038041105,-0.0367548863356787,0.0632437687232902,0.545879470127149,0.659722683772622
"ASB8",828.435299700597,0.0090091689814221,0.0722938529701377,0.895716523516104,0.931295465139054
"ASB9",43.0769304702992,-0.149938360635988,0.183800300888098,0.238915518527226,0.353008649117303
"ASCC1",1141.73974624883,-0.140198490166986,0.0616298039279678,0.0182193257672785,0.0436429982796264
"ASCC2",2124.29780048145,-0.443072366163954,0.0604946782967352,2.31142128804277e-14,7.67062377770566e-13
"ASCC3",4710.78666552287,-0.120771373997935,0.0587108564278957,0.0334006783741685,0.0724963163185618
"ASCL1",14.4316293916128,4.34890344209443,0.950548595294558,5.11917399909116e-09,6.25744697661381e-08
"ASF1A",1069.65523376181,-0.0789584484169858,0.0704866002762129,0.239772205000079,0.353968094718122
"ASF1B",1903.98668000552,-0.232865899096618,0.0612105212153447,7.7450937990401e-05,0.000371653236171927
"ASGR1",67.1658818392906,0.134333433437995,0.164499430468695,0.275473291060732,0.393492198755478
"ASH1L",2958.03790099265,0.343451205202047,0.0587998251384998,1.33572023372379e-09,1.83407876596657e-08
"ASH2L",960.068204762894,-0.1905558786375,0.0671700026595599,0.00299938619757821,0.00931021594460389
"ASL",322.407301003504,0.0423550427454197,0.0995255298985892,0.638707764088836,0.738153049659644
"ASNA1",938.594929856455,-0.446837171103268,0.0788795468656929,1.30384160229459e-09,1.79672880890191e-08
"ASNS",3889.20347512797,0.519392138621401,0.0672521541231961,4.33911248896604e-16,1.92133900267906e-14
"ASNSD1",2240.08908442191,-0.0118732868619682,0.0586507774416301,0.834277908377831,0.885738635423438
"ASPH",2042.6505091771,0.117346642293607,0.0610867593627735,0.0463658166188402,0.0951530349069694
"ASPHD1",33.4676866125945,0.403430256604752,0.257478379964382,0.00739877833943476,0.0203076508012531
"ASPHD2",200.148065431104,0.339815700249294,0.120326952698306,0.00104095307214296,0.00370322851434975
"ASPM",3494.56755089436,0.148129233935523,0.0658003940932858,0.0188134462309334,0.0448359784584108
"ASPRV1",50.7193540897829,-0.45103130486937,0.22488052130243,0.0022399622463244,0.00721833471366911
"ASPSCR1",568.519666534334,-0.153867743939508,0.0865505998755211,0.0554276929443169,0.110088741221488
"ASRGL1",1075.48567037229,-0.237712440949928,0.0643513725107356,0.000116524367078853,0.000533173585517144
"ASS1",318.250629258174,0.578751728282578,0.115420043086634,9.07969466280878e-09,1.05290195089854e-07
"ASTE1",494.219029216261,-0.138559870656465,0.0831344639370653,0.0742935421488562,0.139875049027959
"ASTN1",49.2905942262274,-0.0827598605311569,0.175872227183352,0.507446541049806,0.626006913145746
"ASTN2",102.94594852449,0.119876827948707,0.143384679010616,0.300073978895022,0.420525053422293
"ASUN",1800.98140901986,0.0305802175748407,0.0594073677652751,0.594401579138145,0.701942991580786
"ASXL1",4320.2842291865,0.0895390772745555,0.0453561352623433,0.044061570909743,0.091130170551649
"ASXL2",1217.12313281385,0.122643699610895,0.0613128353439086,0.0379895520377179,0.0807008802792112
"ASXL3",309.770937099742,0.296017818846909,0.0986781883597621,0.000904239536795365,0.00327602935224258
"ATAD1",1951.67517077292,0.241093297557603,0.0666939444464865,0.000154970224463739,0.000687786683675723
"ATAD2",3153.2995469578,0.0187967833281159,0.0530777213840905,0.716015625442451,0.799243013797548
"ATAD2B",766.764913192139,0.0149062961583914,0.0742172246028502,0.832227436172092,0.884497098760752
"ATAD3A",1320.30752965375,-0.22387383946092,0.076020108136753,0.00179151114254616,0.00597105611826935
"ATAD3B",1045.04481328693,-0.746888907427209,0.0821608152114183,2.69545613363471e-22,2.77957607337566e-20
"ATAD3C",7.66686912319961,0.0793365430189214,0.261432735953102,0.443751413879595,0.567565447500087
"ATAD5",2517.82685507737,0.49138451813177,0.0758789243431945,5.00826032293484e-12,1.08230548328965e-10
"ATAT1",1000.52258712885,-0.215589937266169,0.0689709098278292,0.00103919115268538,0.0036995301346179
"ATE1",636.836238713786,-0.109560782153411,0.0750749629105041,0.123031053588115,0.210251600309352
"ATF1",1159.20925393727,-0.0147549403186113,0.0629186723027375,0.807546550055469,0.86671924710829
"ATF2",1651.1321885371,0.115792155833358,0.0574440552401775,0.0373977247116059,0.0796552257663928
"ATF3",4279.12692052728,0.708311497507656,0.0516307417978325,2.76270668891431e-45,1.63265339519878e-42
"ATF4",10073.8825048907,0.0343717111904666,0.0495194118452236,0.477376430805925,0.598864211245349
"ATF5",615.492815937708,-0.0467604724193763,0.0830748176457765,0.547093414207849,0.660804206375568
"ATF6",2069.75694574754,0.197451097361652,0.055788720980383,0.000261082101470897,0.00109694462376274
"ATF6B",1792.39239449323,0.109711144695343,0.0678822396776381,0.0909360141143934,0.164573834731172
"ATF7",1601.59239837645,-0.00529103373856631,0.056476649477757,0.923055191149347,0.950840909896066
"ATF7IP",3065.10847998387,0.329081904267494,0.0530512997623606,1.62271959524244e-10,2.60533820072102e-09
"ATF7IP2",179.812337541849,0.106501527661829,0.119988958486413,0.304152118464426,0.425077069329263
"ATG10",313.763444050296,0.228673374736454,0.0949045097956559,0.00826416376527446,0.0223515008367263
"ATG12",1630.76294248107,0.164856377553837,0.0619978855831912,0.00574429730762461,0.0163355780365819
"ATG13",2367.84265288529,-0.208613640171129,0.0527608824893344,4.78119824853065e-05,0.000242053084311939
"ATG14",781.157696007273,-0.383797706097775,0.0723335515318719,1.9435296851756e-08,2.09854768887724e-07
"ATG16L1",950.447707075469,-0.251081381528234,0.0722599193077667,0.000246424768936294,0.0010427751513925
"ATG16L2",140.786879077485,0.681887562850404,0.170708049891066,3.95009477353972e-07,3.25084125310326e-06
"ATG2A",1054.70959228805,-0.0914399616996718,0.0727720532963945,0.185810249511389,0.291353656877486
"ATG2B",1625.28439532997,-0.00278563227733518,0.0601406788753467,0.961754621059574,0.975274534885187
"ATG3",1536.01160931182,0.0997430486308239,0.0580731501218333,0.075976271027478,0.142424591366753
"ATG4A",983.732951123539,0.112981403081418,0.0674906960252798,0.080099883065109,0.148791351658044
"ATG4B",1156.07208710887,0.0426663533487986,0.0655226082783604,0.497349106377331,0.616769089547029
"ATG4C",1116.23727974341,0.183781192473911,0.0645182544044168,0.00298645224766134,0.00927569007182464
"ATG4D",742.613633078028,-0.267551542925772,0.0774786768347318,0.00023865237965642,0.00101351404461606
"ATG5",1682.07460805232,0.0267940790282824,0.0598673312763783,0.643218698807747,0.741692705979815
"ATG7",685.367446825577,-0.307537018289089,0.0743447970026107,1.1634311446252e-05,6.87543059121778e-05
"ATG9A",1605.24824051085,-0.125276874712235,0.0645514178207758,0.0432397920341012,0.0897209064360321
"ATG9B",37.8567302168073,-0.0237054421416354,0.186377067232525,0.849601913803106,0.8970063495901
"ATHL1",259.982550779715,0.874879640303618,0.159459608224845,1.0178633419123e-10,1.70550384389121e-09
"ATIC",4078.70770017324,-0.158686177380838,0.0453274975101447,0.000354059334033162,0.00143425301012906
"ATL1",135.511644700494,0.0771651149954667,0.12717837092916,0.473839253778968,0.595253056521449
"ATL2",2563.38922056894,-0.00771381344296676,0.0525277809174912,0.880158475365985,0.92016295665771
"ATL3",324.085270123471,-0.181225489167217,0.0964310515540127,0.0390273200089382,0.0825402301359031
"ATM",1887.12615987134,0.0604379452745768,0.063119503669856,0.319737761503781,0.442023337534507
"ATMIN",1254.05177584018,-0.423208910491148,0.0674651593838201,4.16817429227813e-11,7.57917136104775e-10
"ATN1",4616.43738113632,-0.436019667883873,0.0665074880358923,5.67782304261492e-12,1.20166832679127e-10
"ATOH1",6.96928528109434,0.112370370486295,0.268066031237652,0.291184970993719,0.410576955062723
"ATOH7",13.7508263756614,0.235311936761895,0.278963444887123,0.0684287833640879,0.130788438411396
"ATOH8",22.5460373050317,-0.00259984855243298,0.216856442042927,0.982762099630649,0.988746703825623
"ATOX1",682.709783789342,-0.0900873404303017,0.0771122800368508,0.215657648564578,0.326236070709337
"ATP10D",542.500400869246,0.187366655675586,0.0805230377071216,0.0130217718628594,0.0328376045745667
"ATP11A",1141.77368308211,0.0406937932064327,0.071291035076935,0.548792651521985,0.662492071860096
"ATP11B",2652.18431699905,0.146818739893919,0.0591385038923642,0.0101905317417229,0.0267105971019399
"ATP11C",2018.37420067067,0.0969549315009494,0.065920832590508,0.124982442936135,0.212899693538106
"ATP12A",25.6448560600221,-0.0405956347230567,0.203175187374128,0.743484120710359,0.820781255547827
"ATP13A1",1924.05504149967,-0.194988310906125,0.0607596977108684,0.00086895489132907,0.00316386064105952
"ATP13A2",1699.91686424973,-0.0742911479022264,0.0630637230109841,0.220893195006988,0.332356437650056
"ATP13A3",5761.73059928289,-0.244106224311293,0.0595920302282121,2.15844709838123e-05,0.000118318015221647
"ATP1A1",17886.6313167411,-0.158344314199926,0.0417688972739024,0.000115104125481869,0.000527303186651437
"ATP1A1OS",77.2606195120209,0.000916114924294129,0.153695752536726,0.993872503178594,0.996192776886326
"ATP1A3",443.681918168281,-0.0137475361360581,0.0847834851870173,0.861912013038136,0.906080875775243
"ATP1B1",916.525046519331,0.103110555217247,0.0718559412762368,0.131263713635684,0.221439060168235
"ATP1B2",254.144838658824,0.758700514661959,0.122155802664722,1.54814378232943e-12,3.67654238261078e-11
"ATP1B3",3555.47743448788,-0.0341479661173307,0.0532576019857971,0.510024550763672,0.628329636183758
"ATP2A1",112.514332127574,-0.0327102478382988,0.150404911925255,0.781977090460526,0.849033958469106
"ATP2A2",9641.73467997331,-0.215753197827028,0.0420242493625003,1.73095083830997e-07,1.52675428419246e-06
"ATP2A3",127.499286998284,0.201158946373393,0.133905459506427,0.070904152390585,0.134798602014519
"ATP2B1",3249.39597909055,-0.0578414908945447,0.0583707095589681,0.305880044528615,0.427025884443228
"ATP2B3",10.8433378340009,0.322736070668685,0.339901099470697,0.0192598464972713,0.0457242801963185
"ATP2B4",1774.69040478228,-0.0716500983633711,0.0587851072190903,0.207638469456901,0.316971138187916
"ATP2C1",3411.58550528486,-0.0324954173483881,0.0533371484974177,0.531293993213705,0.64684315846761
"ATP5A1",5264.14288734827,-0.0328366382884306,0.0436609599322317,0.443772216739465,0.567565447500087
"ATP5B",16878.9451789327,-0.158786086438786,0.0400128042525234,5.55137121014371e-05,0.000276041484284331
"ATP5C1",3226.49738461797,-0.0218627040381299,0.0481961944495914,0.642817003050947,0.741396430857063
"ATP5D",1085.85697053396,-0.286020401543624,0.081391717616099,0.000166701822775801,0.000734760042154382
"ATP5E",79.2249866677314,0.139092152513753,0.166207536753628,0.260797727667587,0.377748594043409
"ATP5EP2",2057.55178298522,-0.114895426942795,0.0634139120165058,0.0595369293938286,0.116786023252416
"ATP5F1",3167.55194112821,-0.127506426669359,0.0513664913175396,0.0108721989743419,0.0282563155008056
"ATP5G1",725.779275866856,-0.192077387540238,0.167930670190175,0.124168823937961,0.211748499423615
"ATP5G2",2838.13953641474,0.0328843944060507,0.0569869412157509,0.551659528833941,0.664908115824718
"ATP5G3",4514.9767977677,-0.049596314149366,0.0463492648475016,0.274743156062903,0.392800650684517
"ATP5H",863.07042839946,-0.0983476440100576,0.0690971492486602,0.135950682822423,0.227720728394912
"ATP5I",1590.47317627434,-0.0927801662260665,0.0589396500272445,0.103541912185078,0.183138192785049
"ATP5J",1681.52699728846,-0.178488239284532,0.0634798763145333,0.00342654409405999,0.0104462003978634
"ATP5J2",853.804330546083,-0.36857733196478,0.0792976786883498,6.58017754036713e-07,5.15313088214786e-06
"ATP5L",1968.07568794889,-0.0418774571022743,0.0578719614959712,0.454922911554975,0.578011290502124
"ATP5L2",31.7764670825922,0.0203591700803724,0.195266638704971,0.870305366537222,0.913030312497912
"ATP5O",3461.97062119649,-0.010996583974424,0.0478552513888661,0.814324262372795,0.871497686937243
"ATP5S",380.715595256383,-0.0803757432913977,0.0883322334451114,0.325819365801711,0.448312977815882
"ATP5SL",1388.62048445704,-0.377998223268704,0.0618317296328371,1.83207402087358e-10,2.91707951613705e-09
"ATP6AP1",2548.99035986129,-0.261764594571788,0.0607973371254393,7.71381392661859e-06,4.76186223312554e-05
"ATP6AP1L",92.9946350557157,0.105227198735273,0.147731621587372,0.370150932343775,0.494855048765518
"ATP6AP2",2681.49224870852,-0.0481165532801641,0.0560090208085255,0.3759936043437,0.500575490056403
"ATP6V0A1",2961.9827937906,-0.510275022141703,0.050842566998046,4.62912426356929e-25,6.13159433704674e-23
"ATP6V0A2",1447.90159611194,-0.117702356301496,0.0582258701655993,0.0366880816819104,0.0784240922429819
"ATP6V0B",2122.42062851545,-0.162815549004428,0.0553014295871373,0.00241154447278985,0.00769380831071761
"ATP6V0C",3347.5662218755,-0.523202176757339,0.0705097709995153,4.23386333850893e-15,1.57133599507705e-13
"ATP6V0D1",1220.14064491549,-0.641880428203686,0.0740963946386388,3.61273579979793e-20,2.89112945645288e-18
"ATP6V0E1",1086.6082961722,-0.127803761545876,0.0655614652830159,0.0420424525362373,0.087709746533508
"ATP6V0E2",2450.86581644184,-0.662489218177837,0.0623363212521377,1.33711355417785e-28,2.73929996799236e-26
"ATP6V1A",5595.71666348586,-0.17942966693652,0.0453066742028714,5.30866701944156e-05,0.000265433350972078
"ATP6V1B1",37.355388171774,0.559086007666995,0.315771079955925,0.00121538349290391,0.00423455042368901
"ATP6V1B2",2028.9262102826,-0.198590633343222,0.054986737300526,0.000197259960138655,0.000854255718018725
"ATP6V1C1",1667.61359381968,-0.522681601730444,0.0572311890871125,2.48246850320657e-21,2.27042431855767e-19
"ATP6V1C2",73.2306389227737,0.304961379982154,0.173470403398697,0.0176839993065993,0.0425418270464847
"ATP6V1D",1252.00044106778,-0.0960087417324464,0.0586621906027632,0.0906396969255527,0.164153576527713
"ATP6V1E1",1533.14368677398,-0.00152659980630472,0.0622701217184599,0.979700038251149,0.987023217345021
"ATP6V1E2",50.8572083057078,-0.0465968687366817,0.176922229033599,0.708380304891932,0.792880685166705
"ATP6V1F",1829.46912999053,-0.308430173156479,0.075426445310481,1.41584641903403e-05,8.17837602573604e-05
"ATP6V1G1",3169.42628876825,-0.402156059523281,0.0486703181938426,2.16146426600242e-17,1.13347776270059e-15
"ATP6V1G2",71.7113846313872,0.397770873073883,0.191644997500836,0.00354333261751989,0.0107595465747417
"ATP6V1H",940.762054225484,-0.166204506670837,0.0662591774382948,0.00879615608826558,0.0235581206721633
"ATP7A",905.579038169343,0.0650955937587139,0.0724247836141533,0.344283445053485,0.468092658459145
"ATP7B",577.94134638471,0.00795865663676388,0.0756207595333256,0.911426110328227,0.942146271877907
"ATP8A1",1248.9623209622,0.196091608868423,0.0766400103118798,0.00664582866541769,0.0184820194469037
"ATP8A2",70.3598684279266,-0.0341507799680362,0.155902181882279,0.776010487977517,0.844852345197658
"ATP8B1",110.563538933954,0.41161762139793,0.159321099280228,0.000938394470154681,0.00338301995164868
"ATP8B2",2932.89872860433,-0.0789236018945882,0.0575272265105395,0.156664139244695,0.255237461509357
"ATP8B3",34.3021233893297,0.266765297128677,0.216133346300796,0.0497178479522759,0.100660789799278
"ATP8B4",9.61376840863448,-0.0911892458010898,0.25199037690524,0.41041258305314,0.535631473593094
"ATP8B5P",517.947716075074,-0.00222060783014672,0.0783865450303331,0.976010759210669,0.985244419898294
"ATP9A",1595.71190440741,-0.196886131789384,0.061593249334577,0.000899342519676697,0.00326213357290662
"ATP9B",257.268130865094,-0.100362623038715,0.108016818001785,0.296181994935488,0.416095487993396
"ATPAF1",3215.38334917153,-0.522254517322489,0.05066723680994,2.45729781930214e-26,3.70160597976249e-24
"ATPAF2",393.685696982959,-0.0113285335884691,0.0890724954920881,0.890657754380716,0.92787188929237
"ATPBD4",273.983128664477,0.271197333012765,0.103671300842349,0.00347741910380891,0.0105844977278177
"ATPIF1",2929.52473216444,-0.253784323795758,0.0497487465544472,1.6691736980802e-07,1.47991078309303e-06
"ATR",1761.72921889025,0.178107540642043,0.0598383417701614,0.00204114596084006,0.00666997186055032
"ATRIP",638.628291821405,0.207165694607641,0.0826537991256592,0.00724347150377854,0.019931221285021
"ATRN",1425.52850253075,0.0256401766640586,0.0633256548465979,0.673902522583327,0.766489914834023
"ATRNL1",296.145596019386,0.250205118298959,0.0996632910617226,0.00544362694479959,0.0156426646730589
"ATRX",3314.05835863272,0.326674386522302,0.0679851370352185,4.47709028307622e-07,3.63394042258141e-06
"ATXN1",1133.40381220149,0.101843467786133,0.0655123345486723,0.105059679618249,0.1853107539128
"ATXN10",3960.50687067905,0.0590373564243202,0.0451224553487497,0.182186575503056,0.286842579424578
"ATXN1L",1883.14669578976,-0.0212933800527866,0.0532171485265359,0.681007899097915,0.772636774612385
"ATXN2",1787.52926407856,0.201235985512942,0.0547312511227909,0.00015139862515595,0.000672907108915584
"ATXN2L",4818.66550083167,-0.0022677810099772,0.0611421549502013,0.969333894872567,0.980243207497499
"ATXN3",822.823352154545,0.297138943754608,0.0713111685073859,1.10798149533122e-05,6.57810497517938e-05
"ATXN7",1273.50478426024,0.011150771902783,0.0627560650428481,0.853597908869964,0.899866712511759
"ATXN7L1",204.35046369004,-0.188843950465177,0.111564407368208,0.0547487268839352,0.109078603289894
"ATXN7L2",443.455858192541,-0.311766246313739,0.0963551816161645,0.000364328235835254,0.00147003764275438
"ATXN7L3",3074.81598074083,-0.468956283085229,0.061504258409459,1.74419001952183e-15,6.90708238400849e-14
"ATXN7L3B",5605.54303205635,-0.0719777769635063,0.043009350192007,0.0884966279000964,0.16101036405992
"AUH",320.820694769453,0.212286458894621,0.0994265711624214,0.0182456895963597,0.0436946727942747
"AUP1",1855.82730399801,-0.0436412104634182,0.0590006855161052,0.444393519476766,0.567967594972593
"AURKA",2086.97489048265,-0.0848064439063768,0.0565077891360557,0.121693299523256,0.208359432491066
"AURKAIP1",2009.53306223684,-0.180337244334648,0.0695056026557656,0.00647826775426322,0.0180782026960142
"AURKAPS1",668.921559484991,-0.00971045514530361,0.0849020870749874,0.902333299157862,0.935958356954064
"AURKB",2114.79409462519,-0.155591497663127,0.0573463389287769,0.00507275227717768,0.0147089712660568
"AURKC",50.5027337044847,-0.0341781099770608,0.178308710543338,0.783903041538755,0.850612304607554
"AUTS2",2094.18496341848,-0.19113667602484,0.0532256084587326,0.000220851377374783,0.000944968369079237
"AVEN",305.387322513553,-0.253817936535783,0.100239214280908,0.00499994196514019,0.0145280083763954
"AVIL",14.8246494267256,-0.175288438819835,0.260555284945969,0.150977501987345,0.24744206059046
"AVL9",760.090394065341,0.132701481613474,0.0727142809093602,0.0545598836465916,0.108819499702214
"AVPI1",204.80169693702,0.123797718313396,0.110505165741176,0.205112505146681,0.314024874609283
"AVPR1A",15.0595373998043,0.149571874761218,0.240610059675797,0.225002366387316,0.336955298200888
"AXDND1",8.51394247419572,0.060062761351155,0.255610033624843,0.564496972452969,0.676506979310496
"AXIN1",1025.25967831821,-0.349942197110944,0.0691702588489936,1.00206187590949e-07,9.33485799791168e-07
"AXIN2",642.842236539437,0.036357250987491,0.0738811207077201,0.603882759744245,0.710137655247996
"AXL",27.2062834086125,0.235079231757658,0.240614467609361,0.0786086991061945,0.146491529626037
"AZI1",655.274113567772,-0.208685759311813,0.0774815334517901,0.00421543972798874,0.0125275405348545
"AZI2",2074.51248263016,0.064151006026281,0.0579545600745704,0.252938199316619,0.368798200085391
"AZIN1",3878.81514500609,-0.0417592763501212,0.0520455545061331,0.410281384587923,0.535505731752756
"AZU1",5.03156715401644,0.182994168564123,0.324405883607883,0.0668154938167209,0.128167298688379
"B2M",3943.48377288275,0.218125567816357,0.0514091538423878,1.31488434519654e-05,7.65562635996392e-05
"B3GALNT2",1866.82687290245,0.0101589998488233,0.0585460965613052,0.857694868913827,0.902944957921271
"B3GALT1",17.4912156545048,-0.0554175435813166,0.221736898176527,0.644475385123768,0.742751597091711
"B3GALT2",8.22267352275909,0.273792169447985,0.339981713071806,0.0287158689860488,0.0638750151020879
"B3GALT4",20.7115074990815,0.179026835652979,0.236676513562461,0.16086203701354,0.260727526092343
"B3GALT5",7.8961276258724,-0.186285198189532,0.29477466889896,0.101176572681943,0.179678460385813
"B3GALT6",1118.08579231351,-0.164932583363724,0.0700096080592578,0.0133923128646155,0.0336113650672317
"B3GALTL",585.342837450253,-0.143300851142459,0.0851118185044701,0.0704149880110742,0.134017873255315
"B3GAT1",91.2445905899864,0.989990551428697,0.217420943746923,1.45731886708941e-08,1.62258727484267e-07
"B3GAT2",83.2647696909855,0.0110387364519877,0.157513196087753,0.92699399702267,0.953172908000624
"B3GAT3",698.850270358831,0.019640285057103,0.0805163594215864,0.795008015468313,0.85835838364631
"B3GNT1",1240.07867059772,0.159442051053744,0.0614535852721252,0.00708174127796503,0.0195527322077148
"B3GNT2",632.102457380973,0.163837943703236,0.0873659115249348,0.0429815511873304,0.0893051432039663
"B3GNT4",38.0296459102594,0.0732137981640221,0.192490998413768,0.560328112022811,0.672980648888493
"B3GNT5",1031.24018882761,0.31899390270105,0.086595129762414,6.72488799265756e-05,0.000327609080555433
"B3GNT8",26.6462014749766,-0.189926833165974,0.219572463490111,0.145490781763664,0.240211297945849
"B3GNT9",26.6797048783399,-0.0880606094723117,0.207672275243841,0.480980074941729,0.601763606504329
"B3GNTL1",84.1336591777223,-0.104409533122357,0.159618436267853,0.390182301775415,0.51453016871651
"B4GALNT1",175.347342361237,0.154281184132498,0.121495864667893,0.139905179256486,0.23269572193937
"B4GALNT3",602.174392215328,0.278085525216652,0.0771300155594659,0.000125565553685189,0.000569791710683085
"B4GALNT4",383.078346910148,0.304041629214474,0.112616013819939,0.00208593835969643,0.00678930528385291
"B4GALT1",1048.29475454295,0.0964867718370547,0.0689980070624848,0.143001142531834,0.23702400809079
"B4GALT2",1745.85322564348,-0.43359220928301,0.0628485602748408,5.56485910354554e-13,1.39712516545714e-11
"B4GALT3",1185.15983064681,-0.0299590408338284,0.0640744492903269,0.626689235432431,0.727931667857522
"B4GALT4",986.203417340246,0.211238902485053,0.0734526723702764,0.00239112170102261,0.00764293424926407
"B4GALT5",2054.55857051069,-0.25287955107992,0.0565769379746096,3.85330941206514e-06,2.55890712940966e-05
"B4GALT6",1545.37499264054,0.221943922332469,0.0635335669459745,0.000273660189672122,0.00114215478507233
"B4GALT7",500.44942099726,-0.346324957776439,0.101822843415619,0.000149459862944541,0.000665059598651282
"B7H6",1729.72095225301,0.0917549131043567,0.0693113139781229,0.165406119150313,0.266233503115919
"B9D1",457.679811747428,0.230703852968636,0.0831999379281134,0.00292647211036275,0.00912073914314881
"B9D2",53.8415443347174,-0.1921807661382,0.179665673685845,0.132491608218896,0.223118540145039
"BAALC",34.2506121254572,0.250810471390378,0.216952221034592,0.063099137055212,0.122321251684751
"BAAT",15.0355251405387,-0.272635518051439,0.292738685817107,0.0420071371305646,0.0876598753240698
"BABAM1",1699.30156678432,-0.152020176003738,0.0647254274617214,0.0143790810567773,0.0356806492954431
"BACE1",418.599526173666,0.714464825682825,0.102883957704089,1.44023269708645e-14,4.9395480782887e-13
"BACE1-AS",70.6902429783311,-0.107110146702294,0.161168375156485,0.379887162903722,0.504229980823747
"BACE2",488.89961260594,0.368644418344516,0.0881555089659495,5.53234209573715e-06,3.53742972538499e-05
"BACH1",1629.25532381626,0.286467369951607,0.0666975312670502,6.81919519866512e-06,4.26095706496501e-05
"BACH2",915.340488288255,0.204416735377274,0.0679634250769756,0.00162869724470476,0.0054954478121086
"BAD",673.026882859802,-0.279749811447876,0.0794248207381467,0.000169559403717016,0.000745430683293833
"BAG1",709.477350124225,-0.309217727145122,0.0793368271561554,3.12701673736393e-05,0.000165108632885212
"BAG2",882.541714509644,0.0988081856374494,0.0687078114588593,0.132140247316779,0.222673272649957
"BAG3",1399.0198150151,0.330235918789374,0.0642123171964625,7.67756247984061e-08,7.29986061279399e-07
"BAG4",1026.3272675776,-0.0260794505399046,0.0775746887195357,0.721530818685011,0.803430902837437
"BAG5",2444.88546531125,-0.0771295242945377,0.0505263780021404,0.117728273532388,0.203155314782698
"BAG6",8157.7632969498,-0.374354396966505,0.0495899415634135,8.73020682359519e-15,3.08366960562161e-13
"BAHCC1",1661.39923755169,-0.572564730465203,0.0753305711798155,5.62590086828704e-16,2.44878093034647e-14
"BAHD1",1009.32287780989,-0.206307709370982,0.0651816698266826,0.000955612401667932,0.00343461626938661
"BAI1",137.542324680186,0.349857641030832,0.142371229199078,0.00256074464390298,0.00811254462960191
"BAI2",458.31072796143,0.755917033196772,0.106271567014483,3.19384683885719e-15,1.22159119361076e-13
"BAI3",179.393557906904,0.0876359951095178,0.114739290914243,0.382944460003467,0.507717803775414
"BAIAP2",638.223232020089,-0.293497798389707,0.0823168914497892,0.000129965172097536,0.000587327902729011
"BAIAP2L1",1618.64383802787,0.0629452936660932,0.0586341200089327,0.267168688664194,0.38498048404064
"BAIAP2L2",17.7928895949838,-0.156743877306602,0.244054224752148,0.20395056974963,0.312713352380308
"BAIAP3",123.856477482796,0.306075308145219,0.162481294633476,0.0140864028466569,0.0350790242688626
"BAK1",625.459029060833,-0.237400540997017,0.0882252239079081,0.00357532323104605,0.010848112449649
"BAMBI",691.432376939369,-0.153617730944733,0.0801040433599475,0.0409684184923138,0.0859592721745735
